name,status,total_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,ulcer_index,hit_ratio,avg_exposure,avg_risk_weight,avg_defensive_weight,avg_cash_weight,avg_positions,turnover_annualized
Regime Portfolio,ok,0.5364543703133469,0.08744719329103567,0.0837362359573443,1.0431873899696054,1.4394201020845694,-0.10043093166913908,0.8707197258621756,2.555717949050569,0.5484120836560805,0.9992254066615027,0.645408657551071,0.3538167491104317,0.0007745933384973013,12.001549186676995,213.79045176175032
SPY Buy&Hold,ok,0.9046134658287974,0.13412243821622205,0.17128528838681997,0.8206327404522568,1.0905357676057827,-0.2628578323540014,0.5102470678354901,8.455195778238584,0.5472868217054263,,,,,,
EqualWeight Universe,ok,0.622292329938178,0.09912852314641363,0.11948014839507219,0.8510104805188995,1.128788488094914,-0.20002661734631821,0.49557666105399567,5.592944649941884,0.5426356589147286,,,,,,
SPY/IEF 60/40,ok,0.46043815715255576,0.07679144448140351,0.10847725349725366,0.7363734474523328,0.9985937006459616,-0.22349510541597706,0.3435934059427232,7.6053130271006415,0.5403100775193799,,,,,,
Defensive Sleeve EW,ok,0.06212036051341707,0.011842713406736483,0.03555054919983593,0.3489405863492043,0.5416158530701237,-0.09834194530530993,0.12042382698420183,4.246200607428997,0.524031007751938,,,,,,
