ticker,status,n_predictions,base_rate_change,predicted_rate_change,avg_p_change_raw,avg_p_change,brier_change_raw,brier_change,baseline_brier_change,accuracy_change,baseline_accuracy_change,precision_change,recall_change,roc_auc_change_raw,avg_precision_change_raw,roc_auc_change,avg_precision_change,n_real_changes,brier_same_given_change,accuracy_same_given_change,base_rate_same_given_change,avg_q_same_given_change
AAPL,ok,2398,0.10091743119266056,0.17264386989157632,0.3351719045049216,0.12912241353008028,0.1637596012506403,0.09316290019969078,0.09073310327413517,0.8156797331109258,0.8990825688073394,0.2584541062801932,0.44214876033057854,0.8159259571597234,0.2821581949689608,0.7903831705484597,0.24268190869124098,242,0.2795208781547998,0.5702479338842975,0.4132231404958678,0.4737973084089797
MSFT,ok,2398,0.097581317764804,0.15888240200166806,0.36460718560362415,0.12640300819418554,0.17384870840895647,0.08841804483394676,0.08805920418808835,0.8261050875729775,0.9024186822351961,0.25984251968503935,0.4230769230769231,0.8341884291514606,0.30976131784683214,0.8010707458489343,0.26549662769032994,234,0.24972936612874924,0.6111111111111112,0.36752136752136755,0.3530237541393459
NVDA,ok,2398,0.11175979983319433,0.1847372810675563,0.3719863011673671,0.13529757456948271,0.173143442339645,0.09404479324740206,0.09926954697443867,0.8019182652210175,0.8882402001668057,0.26636568848758463,0.44029850746268656,0.8177282601079109,0.37464524502257945,0.7837485109662952,0.3012548888231563,268,0.25471585784165135,0.6044776119402985,0.3843283582089552,0.3890533005175482
