Date,continue_next,change_next,next_segment_completed_by,next_segment_same_direction,next_segment_opp_direction,next_segment_theta,next_segment_amp,next_segment_length,next_segment_net_return
2017-05-25 00:00:00+00:00,True,False,,,,,,,
2017-05-26 00:00:00+00:00,True,False,,,,,,,
2017-05-30 00:00:00+00:00,True,False,,,,,,,
2017-05-31 00:00:00+00:00,True,False,,,,,,,
2017-06-01 00:00:00+00:00,True,False,,,,,,,
2017-06-02 00:00:00+00:00,True,False,,,,,,,
2017-06-05 00:00:00+00:00,True,False,,,,,,,
2017-06-06 00:00:00+00:00,True,False,,,,,,,
2017-06-07 00:00:00+00:00,True,False,,,,,,,
2017-06-08 00:00:00+00:00,False,True,362.0,0.0,1.0,-0.02276015154608932,0.22780368250816285,13.0,-0.08722752607470752
2017-06-09 00:00:00+00:00,True,False,,,,,,,
2017-06-12 00:00:00+00:00,True,False,,,,,,,
2017-06-13 00:00:00+00:00,True,False,,,,,,,
2017-06-14 00:00:00+00:00,True,False,,,,,,,
2017-06-15 00:00:00+00:00,True,False,,,,,,,
2017-06-16 00:00:00+00:00,True,False,,,,,,,
2017-06-19 00:00:00+00:00,True,False,,,,,,,
2017-06-20 00:00:00+00:00,True,False,,,,,,,
2017-06-21 00:00:00+00:00,True,False,,,,,,,
2017-06-22 00:00:00+00:00,True,False,,,,,,,
2017-06-23 00:00:00+00:00,True,False,,,,,,,
2017-06-26 00:00:00+00:00,True,False,,,,,,,
2017-06-27 00:00:00+00:00,False,True,363.0,0.0,1.0,0.034649393913997364,0.034663267038563816,1.0,0.034663267038563816
2017-06-28 00:00:00+00:00,False,True,366.0,0.0,1.0,-0.031894931501758934,0.0853893105310306,3.0,-0.0853893105310306
2017-06-29 00:00:00+00:00,True,False,,,,,,,
2017-06-30 00:00:00+00:00,True,False,,,,,,,
2017-07-03 00:00:00+00:00,False,True,394.0,0.0,1.0,0.0028168617258682053,0.5002521035685144,28.0,0.1127543159309976
2017-07-05 00:00:00+00:00,True,False,,,,,,,
2017-07-06 00:00:00+00:00,True,False,,,,,,,
2017-07-07 00:00:00+00:00,True,False,,,,,,,
2017-07-10 00:00:00+00:00,True,False,,,,,,,
2017-07-11 00:00:00+00:00,True,False,,,,,,,
2017-07-12 00:00:00+00:00,True,False,,,,,,,
2017-07-13 00:00:00+00:00,True,False,,,,,,,
2017-07-14 00:00:00+00:00,True,False,,,,,,,
2017-07-17 00:00:00+00:00,True,False,,,,,,,
2017-07-18 00:00:00+00:00,True,False,,,,,,,
2017-07-19 00:00:00+00:00,True,False,,,,,,,
2017-07-20 00:00:00+00:00,True,False,,,,,,,
2017-07-21 00:00:00+00:00,True,False,,,,,,,
2017-07-24 00:00:00+00:00,True,False,,,,,,,
2017-07-25 00:00:00+00:00,True,False,,,,,,,
2017-07-26 00:00:00+00:00,True,False,,,,,,,
2017-07-27 00:00:00+00:00,True,False,,,,,,,
2017-07-28 00:00:00+00:00,True,False,,,,,,,
2017-07-31 00:00:00+00:00,True,False,,,,,,,
2017-08-01 00:00:00+00:00,True,False,,,,,,,
2017-08-02 00:00:00+00:00,True,False,,,,,,,
2017-08-03 00:00:00+00:00,True,False,,,,,,,
2017-08-04 00:00:00+00:00,True,False,,,,,,,
2017-08-07 00:00:00+00:00,True,False,,,,,,,
2017-08-08 00:00:00+00:00,True,False,,,,,,,
2017-08-09 00:00:00+00:00,True,False,,,,,,,
2017-08-10 00:00:00+00:00,True,False,,,,,,,
2017-08-11 00:00:00+00:00,False,True,445.0,1.0,0.0,0.016471379531626588,0.6874463496706307,51.0,0.24297585330710314
2017-08-14 00:00:00+00:00,True,False,,,,,,,
2017-08-15 00:00:00+00:00,True,False,,,,,,,
2017-08-16 00:00:00+00:00,True,False,,,,,,,
2017-08-17 00:00:00+00:00,True,False,,,,,,,
2017-08-18 00:00:00+00:00,True,False,,,,,,,
2017-08-21 00:00:00+00:00,True,False,,,,,,,
2017-08-22 00:00:00+00:00,True,False,,,,,,,
2017-08-23 00:00:00+00:00,True,False,,,,,,,
2017-08-24 00:00:00+00:00,True,False,,,,,,,
2017-08-25 00:00:00+00:00,True,False,,,,,,,
2017-08-28 00:00:00+00:00,True,False,,,,,,,
2017-08-29 00:00:00+00:00,True,False,,,,,,,
2017-08-30 00:00:00+00:00,True,False,,,,,,,
2017-08-31 00:00:00+00:00,True,False,,,,,,,
2017-09-01 00:00:00+00:00,True,False,,,,,,,
2017-09-05 00:00:00+00:00,True,False,,,,,,,
2017-09-06 00:00:00+00:00,True,False,,,,,,,
2017-09-07 00:00:00+00:00,True,False,,,,,,,
2017-09-08 00:00:00+00:00,True,False,,,,,,,
2017-09-11 00:00:00+00:00,True,False,,,,,,,
2017-09-12 00:00:00+00:00,True,False,,,,,,,
2017-09-13 00:00:00+00:00,True,False,,,,,,,
2017-09-14 00:00:00+00:00,True,False,,,,,,,
2017-09-15 00:00:00+00:00,True,False,,,,,,,
2017-09-18 00:00:00+00:00,True,False,,,,,,,
2017-09-19 00:00:00+00:00,True,False,,,,,,,
2017-09-20 00:00:00+00:00,True,False,,,,,,,
2017-09-21 00:00:00+00:00,True,False,,,,,,,
2017-09-22 00:00:00+00:00,True,False,,,,,,,
2017-09-25 00:00:00+00:00,True,False,,,,,,,
2017-09-26 00:00:00+00:00,True,False,,,,,,,
2017-09-27 00:00:00+00:00,True,False,,,,,,,
2017-09-28 00:00:00+00:00,True,False,,,,,,,
2017-09-29 00:00:00+00:00,True,False,,,,,,,
2017-10-02 00:00:00+00:00,True,False,,,,,,,
2017-10-03 00:00:00+00:00,True,False,,,,,,,
2017-10-04 00:00:00+00:00,True,False,,,,,,,
2017-10-05 00:00:00+00:00,True,False,,,,,,,
2017-10-06 00:00:00+00:00,True,False,,,,,,,
2017-10-09 00:00:00+00:00,True,False,,,,,,,
2017-10-10 00:00:00+00:00,True,False,,,,,,,
2017-10-11 00:00:00+00:00,True,False,,,,,,,
2017-10-12 00:00:00+00:00,True,False,,,,,,,
2017-10-13 00:00:00+00:00,True,False,,,,,,,
2017-10-16 00:00:00+00:00,True,False,,,,,,,
2017-10-17 00:00:00+00:00,True,False,,,,,,,
2017-10-18 00:00:00+00:00,True,False,,,,,,,
2017-10-19 00:00:00+00:00,True,False,,,,,,,
2017-10-20 00:00:00+00:00,True,False,,,,,,,
2017-10-23 00:00:00+00:00,True,False,,,,,,,
