segment_id,start_pos,end_pos,start_time,end_time,length,net_return,theta_mean,amp_z_mean,sigma_mean,viscosity_mean,sign_global
31,364,366,2017-06-29 00:00:00+00:00,2017-07-03 00:00:00+00:00,3,-0.0853893105310306,-0.031894931501758934,0.9465269641944553,0.03005959131978073,0.9659107101003753,-1.0
32,367,394,2017-07-05 00:00:00+00:00,2017-08-11 00:00:00+00:00,28,0.1127543159309976,0.0028168617258682053,0.7977035301993624,0.02325505894823206,0.7919375445942697,1.0
33,395,445,2017-08-14 00:00:00+00:00,2017-10-24 00:00:00+00:00,51,0.24297585330710314,0.016471379531626588,0.5938696612205026,0.022767431247119174,1.707518180855572,1.0
34,446,446,2017-10-25 00:00:00+00:00,2017-10-25 00:00:00+00:00,1,-0.025591074013008974,-0.025585489649536962,2.3241123146528393,0.0110111076003263,0.7105992445758464,-1.0
35,447,447,2017-10-26 00:00:00+00:00,2017-10-26 00:00:00+00:00,1,0.010427283217283367,0.010426905328567658,0.9472154716053786,0.011008343991104888,0.289499053375017,1.0
36,448,448,2017-10-27 00:00:00+00:00,2017-10-27 00:00:00+00:00,1,0.03104297807297418,0.031033012142091556,2.5543884048034333,0.012152792610049045,1.5057927095034538,1.0
37,449,455,2017-10-30 00:00:00+00:00,2017-11-07 00:00:00+00:00,7,0.0491532221853328,0.009723554670004252,0.7192401070550799,0.012195304638878707,1.0424266645876377,1.0
38,456,457,2017-11-08 00:00:00+00:00,2017-11-09 00:00:00+00:00,2,-0.032158114182569086,-0.01645111998078664,1.237726965643151,0.012933033158122685,2.1624223994538916,-1.0
39,458,458,2017-11-10 00:00:00+00:00,2017-11-10 00:00:00+00:00,1,0.051356644047911626,0.05131156423214404,3.035880124069591,0.016916548608733255,0.7348547558671062,1.0
40,459,469,2017-11-13 00:00:00+00:00,2017-11-28 00:00:00+00:00,11,-0.024748954484789865,-0.005666355457527066,0.6151821866588496,0.01742559116446295,1.0901766562082749,-1.0
41,470,470,2017-11-29 00:00:00+00:00,2017-11-29 00:00:00+00:00,1,-0.07022739172378856,-0.07011228098395483,3.0768907841005904,0.022824131853418694,1.2985776084384177,-1.0
42,471,491,2017-11-30 00:00:00+00:00,2017-12-29 00:00:00+00:00,21,-0.014977934716747576,-0.006912324094624611,0.5826486484975527,0.024653634118395627,1.2826695881723826,-1.0
43,492,492,2018-01-02 00:00:00+00:00,2018-01-02 00:00:00+00:00,1,0.02978476454419199,0.02977596155481121,1.434109935650134,0.020768805419083946,0.5988128456281856,1.0
44,493,514,2018-01-03 00:00:00+00:00,2018-02-02 00:00:00+00:00,22,0.15820550349567908,0.01706584265599793,0.8543201739438083,0.019338637018054796,1.1012728655180761,1.0
45,515,515,2018-02-05 00:00:00+00:00,2018-02-05 00:00:00+00:00,1,-0.0886944597309689,-0.08846297359151246,3.2877701409678695,0.026977076574811035,1.4971545965400759,-1.0
46,516,518,2018-02-06 00:00:00+00:00,2018-02-08 00:00:00+00:00,3,0.01771751777353181,0.004806164854918958,1.3275223528729552,0.029698422334325167,0.5049610699097341,1.0
47,519,544,2018-02-09 00:00:00+00:00,2018-03-19 00:00:00+00:00,26,0.10312738458760262,0.00865155703426826,0.5739623307398827,0.030432390990892486,1.6101048913627933,1.0
48,545,548,2018-03-20 00:00:00+00:00,2018-03-23 00:00:00+00:00,4,-0.03388708011903141,-0.00906045230861042,1.2717304510119527,0.020047038129468873,1.370441416876243,-1.0
49,549,549,2018-03-26 00:00:00+00:00,2018-03-26 00:00:00+00:00,1,0.0482236435245329,0.04818631391795195,2.002710453345907,0.024079179003066404,0.5631529498835037,1.0
50,550,552,2018-03-27 00:00:00+00:00,2018-03-29 00:00:00+00:00,3,-0.054164705818138925,-0.03323986717836054,1.592849345419026,0.030289610115923394,0.5448731301187724,-1.0
51,553,570,2018-04-02 00:00:00+00:00,2018-04-25 00:00:00+00:00,18,-0.06663955242793795,-0.0011508180561953638,0.5996225318245645,0.03359564785722591,0.8046786486767379,-1.0
52,571,581,2018-04-26 00:00:00+00:00,2018-05-10 00:00:00+00:00,11,0.18285224071488204,0.026700386416355987,0.7728580076895959,0.023651769680340436,1.7416625783260045,1.0
53,582,614,2018-05-11 00:00:00+00:00,2018-06-27 00:00:00+00:00,33,-0.09791826784839097,-0.010159888219182563,0.7407677157370338,0.016697118810255762,2.0627127968841084,-1.0
54,615,615,2018-06-28 00:00:00+00:00,2018-06-28 00:00:00+00:00,1,0.021570914031352695,0.02156756928518225,1.152576549379535,0.018715375145537564,0.4510628069811209,1.0
55,616,616,2018-06-29 00:00:00+00:00,2018-06-29 00:00:00+00:00,1,-0.01657787985352588,-0.01657636142587559,0.9154939140547552,0.018108116770719704,0.4345583128517699,-1.0
56,617,617,2018-07-02 00:00:00+00:00,2018-07-02 00:00:00+00:00,1,0.022290919186915614,0.022287228278853,1.2634276537708182,0.017643199819245507,0.5734911806462291,1.0
57,618,618,2018-07-03 00:00:00+00:00,2018-07-03 00:00:00+00:00,1,-0.0225441767687955,-0.022540358649611566,1.249411070954846,0.018043832649454358,0.502824210810721,-1.0
58,619,622,2018-07-05 00:00:00+00:00,2018-07-10 00:00:00+00:00,4,0.06699230189220207,0.018942083752677683,0.846477732587093,0.019898823723092735,1.601992826656245,1.0
59,623,647,2018-07-11 00:00:00+00:00,2018-08-14 00:00:00+00:00,25,0.03178964130914874,0.00027259265538362155,0.6485834857570906,0.01651248935615562,1.8674870951136688,1.0
60,648,679,2018-08-15 00:00:00+00:00,2018-09-28 00:00:00+00:00,32,0.07280599528725173,0.004052929280916369,0.8650294621403071,0.01669516582514812,2.43609356191545,1.0
61,680,687,2018-10-01 00:00:00+00:00,2018-10-10 00:00:00+00:00,8,-0.13435535802799325,-0.03788914303595976,1.1649505958703132,0.01942108361438814,1.1086567363147217,-1.0
62,688,688,2018-10-11 00:00:00+00:00,2018-10-11 00:00:00+00:00,1,-0.0439318452194124,-0.04390361497965627,1.6303066046047048,0.02694697352771773,1.301172978095885,-1.0
63,689,689,2018-10-12 00:00:00+00:00,2018-10-12 00:00:00+00:00,1,0.047385586380146894,0.0473501676514102,1.6294687097921232,0.02908038049500498,0.5189105777616921,1.0
64,690,690,2018-10-15 00:00:00+00:00,2018-10-15 00:00:00+00:00,1,-0.04632294668798842,-0.04628985578443163,1.5204729216747341,0.030466133808050015,0.4943300276721525,-1.0
65,691,696,2018-10-16 00:00:00+00:00,2018-10-23 00:00:00+00:00,6,-0.06276703181811283,-0.014026773066389619,0.839071051661883,0.03309998724474779,1.270620890773571,-1.0
66,697,697,2018-10-24 00:00:00+00:00,2018-10-24 00:00:00+00:00,1,-0.10307128081831451,-0.10270859081500694,2.570636100959414,0.04009562266455575,1.77294168028688,-1.0
67,698,698,2018-10-25 00:00:00+00:00,2018-10-25 00:00:00+00:00,1,0.04140538787917003,0.04138175030524014,0.9885419909601036,0.041885300141409156,0.2865887301151735,1.0
68,699,700,2018-10-26 00:00:00+00:00,2018-10-29 00:00:00+00:00,2,-0.11306678491764122,-0.05805808789645786,1.4223978383682616,0.039760413955930565,2.0042934273270356,-1.0
69,701,710,2018-10-30 00:00:00+00:00,2018-11-12 00:00:00+00:00,10,0.020898692804655505,0.0068825863821221755,0.6887675074894852,0.04777291452124007,47.95322230440736,1.0
70,711,713,2018-11-13 00:00:00+00:00,2018-11-15 00:00:00+00:00,3,0.0655964488706624,0.03549014696990498,0.6076666793901785,0.04773928519320764,0.42173061497106223,1.0
71,714,714,2018-11-16 00:00:00+00:00,2018-11-16 00:00:00+00:00,1,-0.20771174831777328,-0.20479958658139055,3.176876198099353,0.0653823767741658,0.888642182800715,-1.0
72,715,715,2018-11-19 00:00:00+00:00,2018-11-19 00:00:00+00:00,1,-0.12782231681576905,-0.12713291901010923,1.8368402392302459,0.06958814148198998,1.5999901164982149,-1.0
73,716,744,2018-11-20 00:00:00+00:00,2019-01-03 00:00:00+00:00,29,-0.1217105056342711,-0.013230509555142843,0.572123306584887,0.055010499326708255,1.526004294464841,-1.0
