Date,Open,High,Low,Close,Volume
2020-01-02 00:00:00+00:00,93.8467159365652,94.08682250976562,93.48654903097041,94.08682250976562,1885300
2020-01-03 00:00:00+00:00,93.2095001117872,93.78207660938067,93.00632757890581,93.4773178100586,826800
2020-01-06 00:00:00+00:00,92.92321734951292,93.71743342439895,92.82163108092554,93.69895935058594,767600
2020-01-07 00:00:00+00:00,93.55119697443645,93.76359949133759,93.32032038471257,93.56966400146484,3601600
2020-01-08 00:00:00+00:00,93.58812166718863,94.3823376200596,93.53271354585138,93.94829559326172,701900
2020-01-09 00:00:00+00:00,94.50240309579304,94.71480560302734,94.37311277509545,94.71480560302734,1218200
2020-01-10 00:00:00+00:00,94.89948308459483,95.1026555416665,94.45619708318469,94.58548736572266,676700
2020-01-13 00:00:00+00:00,94.87180383383301,95.37049102783203,94.70557242056873,95.37049102783203,718700
2020-01-14 00:00:00+00:00,95.33355035937127,95.58289393906324,95.09343676892443,95.23196411132812,1070900
2020-01-15 00:00:00+00:00,95.2319724420172,95.73066669081918,95.20426133447769,95.51825714111328,1140300
2020-01-16 00:00:00+00:00,96.01696627086365,96.30325101432885,95.90614296091178,96.29401397705078,911500
2020-01-17 00:00:00+00:00,96.55259099342719,96.60799911936132,96.31247737138884,96.56182098388672,721700
2020-01-21 00:00:00+00:00,96.29400087901742,96.57105559331423,96.15548056766308,96.30323791503906,947400
2020-01-22 00:00:00+00:00,96.51564400167679,96.85733681846841,96.275530394298,96.358642578125,912300
2020-01-23 00:00:00+00:00,96.20165885071535,96.30324511716846,95.65679346318915,96.26630401611328,865300
2020-01-24 00:00:00+00:00,96.47871971967882,96.47871971967882,94.93646564299253,95.26892852783203,903100
2020-01-27 00:00:00+00:00,93.64354143629524,94.21611084036799,93.46807298237925,93.68971252441406,1150300
2020-01-28 00:00:00+00:00,94.21610218042645,94.79791561275677,93.86517235064447,94.53009796142578,909100
2020-01-29 00:00:00+00:00,94.99185613364254,95.24119972806741,94.44698376687153,94.65939331054688,684200
2020-01-30 00:00:00+00:00,93.9390720924411,94.84410441838291,93.5789051602691,94.7886962890625,925100
2020-01-31 00:00:00+00:00,94.39156499136676,94.39156499136676,92.39679532372794,92.63690185546875,957400
2020-02-03 00:00:00+00:00,93.2833543104847,94.15144526429586,93.22793915264688,93.5604019165039,1121600
2020-02-04 00:00:00+00:00,94.68709650561632,95.27813995331618,94.60398432349932,94.93644714355469,680100
2020-02-05 00:00:00+00:00,95.94307117786651,96.11853963360727,95.32432363344633,96.09083557128906,964900
2020-02-06 00:00:00+00:00,96.64494282896864,96.64494282896864,96.16471557192096,96.43253326416016,582600
2020-02-07 00:00:00+00:00,96.17395255038777,96.17395255038777,95.59214607533302,95.79531860351562,642700
2020-02-10 00:00:00+00:00,95.57365750863816,96.2570571899414,95.49054533014616,96.2570571899414,1313100
2020-02-11 00:00:00+00:00,96.70958799290261,96.82040424776405,96.26630183607357,96.43253326416016,627100
2020-02-12 00:00:00+00:00,96.8942829289203,97.07898842330476,96.62646524640849,97.01434326171875,3387300
2020-02-13 00:00:00+00:00,96.81118184909107,97.06052548787753,96.38636973195435,96.78347778320312,2212100
2020-02-14 00:00:00+00:00,97.02358592806739,97.06052703177058,96.4971875304384,96.96817779541016,2023400
2020-02-18 00:00:00+00:00,96.82039354909489,96.9035127768507,96.34017339090606,96.7003402709961,741600
2020-02-19 00:00:00+00:00,97.06048539938139,97.18054569636777,96.85731293905867,97.02354431152344,5644100
2020-02-20 00:00:00+00:00,96.9681409035712,97.26366257496943,95.89687044113234,96.72802734375,1375700
2020-02-21 00:00:00+00:00,96.42330321526438,96.42330321526438,95.53673090214131,95.79531860351562,4847600
2020-02-24 00:00:00+00:00,92.35063127430084,93.48654713912411,92.1751628202256,92.4891586303711,1180400
2020-02-25 00:00:00+00:00,92.93242850585524,93.006310694544,89.40463502258966,89.66321563720703,1325800
2020-02-26 00:00:00+00:00,90.33738219788692,91.28859251969213,89.27534858824082,89.46928405761719,3605500
2020-02-27 00:00:00+00:00,87.66846650954784,89.1737794681757,85.62751812547141,85.66445922851562,1943600
2020-02-28 00:00:00+00:00,82.82004100180764,85.11956959759317,82.50604521216101,84.91639709472656,4074200
2020-03-02 00:00:00+00:00,86.15389605358848,88.67506408691406,84.6485834524474,88.67506408691406,3411300
2020-03-03 00:00:00+00:00,88.98906453999517,89.8386886154869,85.31350649354252,86.01537322998047,2987700
2020-03-04 00:00:00+00:00,87.64076889931212,89.44160376914775,86.68955832469148,89.36772155761719,2320500
2020-03-05 00:00:00+00:00,87.07740843229793,88.11173800767668,85.85838041829153,86.55101013183594,1424900
2020-03-06 00:00:00+00:00,83.86359670966513,85.66443804737587,83.27255329868743,85.28579711914062,1870000
2020-03-09 00:00:00+00:00,79.11679620541133,81.9242566704359,78.26717195891307,79.28302764892578,3206400
2020-03-10 00:00:00+00:00,82.192053211245,83.38337707519531,78.9597814557466,83.38337707519531,4144600
2020-03-11 00:00:00+00:00,81.08386946129818,81.42556233989254,78.30411306256018,79.28302764892578,2998000
2020-03-12 00:00:00+00:00,73.30792923960507,76.90036826537205,71.71026724959043,71.85802459716797,3878100
2020-03-13 00:00:00+00:00,76.02302968642259,78.37797330186142,72.11659538163664,78.36873626708984,4118200
2020-03-16 00:00:00+00:00,76.06921335961547,76.06921335961547,69.49384623577171,70.3896484375,2575100
2020-03-17 00:00:00+00:00,70.77753362641153,74.3238020513143,69.19833844548432,73.45570373535156,3226100
2020-03-18 00:00:00+00:00,69.15214935861984,71.36856589262176,66.8433836035749,70.29730224609375,3259800
2020-03-19 00:00:00+00:00,70.07565178279978,72.08889569162207,67.98853272870754,70.31576538085938,3322700
2020-03-20 00:00:00+00:00,71.11923573743668,71.34087531900315,66.28005672696796,66.5478744506836,2211900
2020-03-23 00:00:00+00:00,66.15074895062963,66.32621738959949,62.98312228877828,63.98051071166992,2590700
2020-03-24 00:00:00+00:00,67.70222912973833,70.68515689734822,66.66790681936844,70.61127471923828,2369300
2020-03-25 00:00:00+00:00,70.67628514993433,74.93802816502479,69.91492768588907,72.11543273925781,3679900
2020-03-26 00:00:00+00:00,73.19248562564314,76.63716466095988,72.65396254183936,76.16363525390625,3189600
2020-03-27 00:00:00+00:00,73.7402836975992,76.17291716871142,73.1739072294539,73.7959976196289,2472500
2020-03-30 00:00:00+00:00,74.57594057509773,76.69288597004518,74.07455765253951,76.5536117553711,3603000
2020-03-31 00:00:00+00:00,76.50717855493278,76.91570720811796,74.9287495336104,75.24443817138672,2733100
2020-04-01 00:00:00+00:00,72.70966503619691,73.61029670572614,71.43764499817564,72.10615539550781,1873500
2020-04-02 00:00:00+00:00,71.91115716945646,74.05596223958055,71.7440295936517,73.80526733398438,1756400
2020-04-03 00:00:00+00:00,73.74028519085633,74.22310141140274,71.81832131071852,72.66324615478516,1748300
2020-04-06 00:00:00+00:00,75.41158827406517,78.26203828032023,75.3094543093637,77.52853393554688,2474900
2020-04-07 00:00:00+00:00,80.58323122952828,80.69465200351134,77.73278195342577,77.76063537597656,7883800
2020-04-08 00:00:00+00:00,78.90266086814204,80.75963092583278,77.76062116579965,80.36038208007812,3358700
2020-04-09 00:00:00+00:00,81.27029731691391,82.05950821231134,80.43465933434885,81.18673706054688,19224800
2020-04-13 00:00:00+00:00,80.7503243398781,80.9360184667134,78.84692766282049,79.88683319091797,5263600
2020-04-14 00:00:00+00:00,81.66025480361996,82.70944741148449,81.40956696468916,82.40304565429688,2715400
2020-04-15 00:00:00+00:00,80.63892321872729,80.98246522905026,79.80328527725153,80.49964904785156,2006000
2020-04-16 00:00:00+00:00,80.86177487049997,81.17746353066504,79.63617465646523,80.66679382324219,1622500
2020-04-17 00:00:00+00:00,82.84871476910462,83.14582966818898,81.83666249536924,82.99726867675781,1733200
2020-04-20 00:00:00+00:00,81.72527253630126,82.61662465308932,81.33531041256938,81.48387145996094,2107200
2020-04-21 00:00:00+00:00,80.10040563447163,80.21182639548361,78.82838559420212,79.06979370117188,1565900
2020-04-22 00:00:00+00:00,80.34180807166281,81.40028043335272,80.12826048285056,80.88961791992188,1771500
2020-04-23 00:00:00+00:00,81.49311472997775,82.23590546684378,80.72247766391777,80.80603790283203,1617600
