Date,Open,High,Low,Close,Volume
2020-01-02 00:00:00+00:00,27.384761357975275,27.43347938983569,26.85327609921243,26.884279251098633,14714800
2020-01-03 00:00:00+00:00,26.609679206202653,26.76912326338759,26.44137517470487,26.450233459472656,24846400
2020-01-06 00:00:00+00:00,26.374936811969356,26.498951099431967,26.312930513010517,26.33507537841797,31528800
2020-01-07 00:00:00+00:00,26.290790564617105,26.485667782012342,26.219925968332902,26.3040771484375,40533800
2020-01-08 00:00:00+00:00,26.308507617351218,26.503384838311458,26.219926447989188,26.39708709716797,16159200
2020-01-09 00:00:00+00:00,26.481235512898568,26.543241814155866,26.41037092724094,26.494522094726562,7572400
2020-01-10 00:00:00+00:00,26.556533645707248,26.622969947070402,26.343939846708604,26.38823127746582,11274800
2020-01-13 00:00:00+00:00,26.41037348410461,26.738121590921985,26.38379862833084,26.729263305664062,8818600
2020-01-14 00:00:00+00:00,26.70269268337552,26.7824155687468,26.56096348483666,26.618539810180664,11010200
2020-01-15 00:00:00+00:00,26.61411000777787,26.924143245639275,26.60968170974988,26.800128936767578,7797000
2020-01-16 00:00:00+00:00,26.893141043032646,27.003867082650473,26.804559873429326,26.959575653076172,18799800
2020-01-17 00:00:00+00:00,26.99057761726687,27.083588770493453,26.919713022622215,27.079158782958984,10894400
2020-01-21 00:00:00+00:00,26.893141998750647,26.94186172824112,26.746982810279228,26.78684425354004,7614800
2020-01-22 00:00:00+00:00,26.844421782648237,26.8665666530483,26.667259440357114,26.6805477142334,5475000
2020-01-23 00:00:00+00:00,26.467947432506627,26.676112893553867,26.27750022993288,26.649538040161133,6925200
2020-01-24 00:00:00+00:00,26.689403675352683,26.70269194891261,26.348368962311174,26.459095001220703,10493400
2020-01-27 00:00:00+00:00,25.989616473214845,26.07376765612083,25.88774871826172,25.88774871826172,13869200
2020-01-28 00:00:00+00:00,26.016192984392298,26.264218250631,25.95861496635314,26.18006706237793,8982200
2020-01-29 00:00:00+00:00,26.268643549286814,26.410372730277924,26.25092697927665,26.26421356201172,7138400
2020-01-30 00:00:00+00:00,25.91875305632412,26.135775160388096,25.75044899329311,26.100343704223633,17398200
2020-01-31 00:00:00+00:00,25.86117306115975,25.878889632659508,25.440413780539405,25.524566650390625,22041400
2020-02-03 00:00:00+00:00,25.622004268182547,26.175634452797947,25.59985939870698,26.06048011779785,24321200
2020-02-04 00:00:00+00:00,26.3793718049663,26.662830190883305,26.2730740654748,26.521100997924805,27190200
2020-02-05 00:00:00+00:00,26.751410415636215,27.061441958335703,26.560961502523565,27.012723922729492,34300800
2020-02-06 00:00:00+00:00,27.145590763693118,27.145590763693118,26.901993863928563,26.999431610107422,24751800
2020-02-07 00:00:00+00:00,26.83113088187379,26.83113088187379,26.521097677513403,26.614107131958008,15666600
2020-02-10 00:00:00+00:00,26.57424759290131,26.6716870413964,26.51666958337738,26.60082244873047,9051200
2020-02-11 00:00:00+00:00,26.742554276159773,26.990579530222224,26.729266002159765,26.74698257446289,8116800
2020-02-12 00:00:00+00:00,26.928570336769674,26.94628690717806,26.804557723001256,26.893138885498047,6487000
2020-02-13 00:00:00+00:00,26.857710205121467,26.964007955680223,26.724839284082094,26.795703887939453,8235600
2020-02-14 00:00:00+00:00,26.804558924340796,26.901998376408866,26.729264341503136,26.800128936767578,7255000
2020-02-18 00:00:00+00:00,26.760269152789995,26.82670545413884,26.609683356883888,26.73369598388672,9416200
2020-02-19 00:00:00+00:00,26.79569951506323,26.906425546117212,26.777982944603757,26.80455780029297,13654800
2020-02-20 00:00:00+00:00,26.70712105133549,27.030440891942433,26.653973024131076,26.84885025024414,10361200
2020-02-21 00:00:00+00:00,26.738115300081066,26.8222681454596,26.66282242742107,26.724828720092773,13041000
2020-02-24 00:00:00+00:00,26.047193616502422,26.16677793950345,25.852314709591745,25.971899032592773,18589800
2020-02-25 00:00:00+00:00,25.976329663709798,25.998474533804057,24.78491639182232,24.85135269165039,40124000
2020-02-26 00:00:00+00:00,24.984218485313566,25.316396537337525,24.727335003645074,24.767194747924805,28607200
2020-02-27 00:00:00+00:00,24.359731861847838,24.64319028954933,23.606794357299805,23.606794357299805,41394400
2020-02-28 00:00:00+00:00,22.858283053134354,23.389768361773267,22.65454755317876,23.34990692138672,61483400
2020-03-02 00:00:00+00:00,23.571359566462114,24.355300120122227,23.31004604857541,24.35087013244629,33634600
2020-03-03 00:00:00+00:00,24.43059566634074,24.864641580695434,23.814959097107597,24.13827896118164,56780400
2020-03-04 00:00:00+00:00,24.56346331082954,25.152526630695235,24.222426918730225,25.139238357543945,28159600
2020-03-05 00:00:00+00:00,24.412877003929815,24.687478801602385,24.191424922316948,24.342012405395508,28354600
2020-03-06 00:00:00+00:00,23.708660125732422,23.907967343893205,23.248041064316272,23.708660125732422,37882200
2020-03-09 00:00:00+00:00,22.00347665460933,22.822848594752926,21.418843355681386,21.489707946777344,28490000
2020-03-10 00:00:00+00:00,22.295790202120703,22.393229634900585,21.277111213262906,22.362226486206055,33436000
2020-03-11 00:00:00+00:00,21.724448680673017,21.786454992661806,21.002514427777935,21.29926109313965,29909600
2020-03-12 00:00:00+00:00,19.74023721914979,20.59947063531038,18.765847781409263,19.248613357543945,30731600
2020-03-13 00:00:00+00:00,20.493175992056035,20.61276031978772,19.133460335709316,20.599472045898438,24228000
2020-03-16 00:00:00+00:00,16.693054950033073,19.146744073826138,16.693054950033073,18.33180046081543,28854200
2020-03-17 00:00:00+00:00,18.61526038333203,19.664944407081475,18.08377676925837,19.46563720703125,22089800
2020-03-18 00:00:00+00:00,18.203358487856388,18.95186752504385,17.016375322068754,18.2210750579834,19751800
2020-03-19 00:00:00+00:00,17.9066142693453,18.978441462437804,17.52571644385121,18.686124801635742,17973800
