Date,Open,High,Low,Close,Volume,log_close,r,amplitude,sign,theta,sigma_local,viscosity,amp_z,sin_theta_abs,x_log_n,n_eff,n_eff_acceptable,n_eff_for_use,causal_segment_id,causal_run_length,causal_theta_so_far,causal_current_sign,d_theta,d_amp_z,d_sigma_local,d_viscosity,d_causal_theta_so_far
2016-01-20 00:00:00+00:00,43.663367569882425,44.8864324314815,42.89458384737491,44.37099838256836,63273000,3.792586066435129,0.004539073186283549,0.004539073186283549,1.0,0.0045390420135467836,0.020480762667650608,0.34894306086783194,0.22162607143494234,0.004539026427322907,0.002747853864527805,1.002751632675372,True,1.002751632675372,0,11,-0.01645193965159787,-1.0,0.013007818979850568,-0.17758200525024692,-0.0007336764566745028,0.08647496699476559,0.0005599250633963639
2016-01-21 00:00:00+00:00,44.55444350647157,45.06114269892993,43.94291126241525,44.10016250610352,40191200,3.786463467391669,-0.006122599043460131,0.006122599043460131,-1.0,-0.00612252254081784,0.019528957892358707,0.5742620077701683,0.3135137031924652,0.006122484290141931,-0.2965069745276008,0.7434104423093745,True,0.7434104423093745,0,12,-0.016102196400151637,-1.0,-0.010661564554364624,0.09188763175752285,-0.0009518047752919007,0.2253189469023364,0.00034974325144623494
2016-01-22 00:00:00+00:00,44.91262822005919,45.71635720616492,44.78158440009738,45.68141174316406,37555800,3.8216914699307125,0.03522800253904368,0.03522800253904368,1.0,0.035213440587233955,0.02203970010430926,0.8519342566132512,1.5983877452251882,0.03520616367385318,-2.04575885297326,0.1292820466784026,True,0.1292820466784026,0,13,-0.007735110221027433,-1.0,0.041335963128051795,1.284874042032723,0.002510742211950554,0.27767224884308284,0.008367086179124204
2016-01-25 00:00:00+00:00,45.375642687127744,45.99591297421613,45.12229641882804,45.24460220336914,34707700,3.8120833747071834,-0.009608095223529123,0.009608095223529123,-1.0,-0.00960779958121928,0.021235721871026424,0.2142936954832983,0.4524494508540203,0.009607651766204737,-0.7470982780933779,0.47373921970079935,True,0.47373921970079935,0,14,-0.00781484417227863,-1.0,-0.044821240168453236,-1.145938294371168,-0.0008039782332828378,-0.6376405611299529,-7.973395125119697e-05
2016-01-26 00:00:00+00:00,45.24461947339641,45.812468451598974,45.034949953735314,45.57659149169922,28900800,3.8193942402336725,0.007310865526489074,0.007310865526489074,1.0,0.007310735278446503,0.02067188900128611,0.43211053642144337,0.3536620184741724,0.0073106701559915175,-0.4738737113148188,0.62258587315447,True,0.62258587315447,0,15,-0.007340193397107745,-1.0,0.016918534859665782,-0.09878743237984788,-0.0005638328697403147,0.21781684093814507,0.000474650775170885
2016-01-27 00:00:00+00:00,45.43680539082352,45.60279470504318,44.57192668047748,44.74665069580078,36775200,3.801016597133279,-0.01837764310039347,0.01837764310039347,-1.0,-0.01837557457817357,0.020324540348977023,0.7154029925712266,0.904209086294421,0.01837454047421503,-1.3955039780975835,0.24770816541379787,True,0.24770816541379787,0,16,-0.008147049701060225,-1.0,-0.025686309856620074,0.5505470678202486,-0.000347348652309086,0.28329245614978327,-0.0008068563039524803
2016-01-28 00:00:00+00:00,45.3057524121494,45.61151685539152,44.77284581171384,45.48047637939453,62513800,3.8172831433084484,0.016266546175169427,0.016266546175169427,1.0,0.016265111690685334,0.020296875757955662,0.46953159591837984,0.8014306415846832,0.01626439453382946,-1.273516346263441,0.27984585471936585,True,0.27984585471936585,1,1,0.01626510169157334,1.0,0.034640686268858904,-0.10277844470973774,-2.7664591021360485e-05,-0.2458713966528468,0.024412151392633565
2016-01-29 00:00:00+00:00,47.81303806635047,48.127540588378906,47.17529832227413,48.127540588378906,83611700,3.8738545826613633,0.056571439352914865,0.056571439352914865,1.0,0.0565112059216325,0.02418671945196782,1.403587030179273,2.3389453900850676,0.05648113248026957,-2.51844421831673,0.08058488175696886,True,0.08058488175696886,2,1,0.05651119593228159,1.0,0.04024609423094717,1.5375147485003844,0.0038898436940121572,0.9340554342608931,0.040246094240708255
2016-02-01 00:00:00+00:00,47.94407164398711,48.12753029841812,47.61209646031509,47.795555114746094,44208500,3.8669326459423905,-0.006921936718972788,0.006921936718972788,-1.0,-0.006921826171419659,0.023563477437870954,0.10901823240511577,0.29375688710016384,0.0069217708988348085,-0.41921048912855596,0.6575657702538987,True,0.6575657702538987,2,2,0.04959583998642145,1.0,-0.06343303209305216,-2.045188502984904,-0.0006232420140968656,-1.2945687977741573,-0.006915355945860145
2016-02-02 00:00:00+00:00,47.32381137885276,47.40243700907438,45.99591703023893,46.30168151855469,56313800,3.8351782783280592,-0.03175436761433126,0.03175436761433126,-1.0,-0.031743701002037945,0.02400327230454823,1.2787453214181048,1.3229177248110906,0.03173837011416465,-1.9420640749814333,0.14340763995827613,True,0.14340763995827613,2,3,0.02247829037325703,1.0,-0.024821874830618287,1.0291608377109267,0.0004397948666772754,1.169727089012989,-0.027117549613164416
2016-02-03 00:00:00+00:00,46.52008277951598,46.64238856722541,44.7815843229216,45.56784057617188,57559800,3.819202217191657,-0.015976061136402375,0.015976061136402375,-1.0,-0.01597470213036668,0.02416159916794452,1.0125326842537417,0.6612167685254174,0.015974022705379384,-1.2555018451925886,0.28493282017247096,True,0.28493282017247096,2,4,0.016954946653252118,1.0,0.015768998871671266,-0.6617009562856732,0.0001583268633962888,-0.26621263716436316,-0.005523343720004913
2016-02-04 00:00:00+00:00,45.515430408534414,46.13570082107729,44.87769059402322,45.428070068359375,46987100,3.816130197432881,-0.0030720197587759124,0.0030720197587759124,-1.0,-0.003072010094967748,0.02388115543349783,0.23806629940286023,0.12863776549476208,0.003072005263084186,0.3931288189888047,1.4816092364402764,True,1.4816092364402764,2,5,0.016416666259535168,-1.0,0.01290269203539893,-0.5325790030306554,-0.00028044373444668924,-0.7744663848508815,-0.00053828039371695
2016-02-05 00:00:00+00:00,45.375646582030505,45.428064779582975,43.29644140119395,43.82061004638672,62009000,3.7801042557131974,-0.03602594171968354,0.03602594171968354,-1.0,-0.036010368200612035,0.02392758916120286,1.0932213419151364,1.5056229200837417,0.03600258598467811,-2.0681284438279914,0.12642216661843114,True,0.12642216661843114,2,6,0.0038520642805501383,-1.0,-0.032938358105644286,1.3769851545889795,4.643372770503015e-05,0.8551550425122763,-0.01256460197898503
2016-02-08 00:00:00+00:00,43.28769578827017,43.3051685177279,42.09957684580351,43.16539001464844,59290500,3.765039017083906,-0.015065238629291322,0.015065238629291322,-1.0,-0.0150640990418474,0.02407006820066548,0.7187369324852211,0.6258907222359918,0.015063529306310604,-1.1968146057458267,0.3021551639171713,True,0.3021551639171713,2,7,0.0021289754726256335,-1.0,0.020946269158764637,-0.8797321978477498,0.00014247903946262158,-0.37448440942991534,-0.0017230888079245049
2016-02-09 00:00:00+00:00,42.82468761949719,43.89050097494652,42.51891979932612,43.05182647705078,46740500,3.762404656850651,-0.0026343602332552507,0.0026343602332552507,-1.0,-0.0026343541392556333,0.02406412485335916,0.2119205119800841,0.1094724680238199,0.00263435109226534,0.5468219198495063,1.7277533446855937,True,1.7277533446855937,2,8,0.00205429255745959,-1.0,0.012429744902591766,-0.5164182542121719,-5.943347306320429e-06,-0.506816420505137,-7.46829151660436e-05
2016-02-10 00:00:00+00:00,43.5847376961317,44.02154605681866,43.26150044234668,43.42748641967773,38237000,3.7710925682813885,0.00868791143073766,0.00868791143073766,1.0,0.008687692853349516,0.024052475513826898,0.7673286788445595,0.3612063886596375,0.008687583568367336,-0.6464333785786884,0.5239110407793172,True,0.5239110407793172,2,9,0.002380423658806917,-1.0,0.01132204699260515,0.2517339206358176,-1.164933953226241e-05,0.5554081668644754,0.00032613110134732714
2016-02-11 00:00:00+00:00,42.527644969270895,43.77691663942737,42.37912845408808,43.40999603271485,48878600,3.770689737920456,-0.0004028303609326933,0.0004028303609326933,-1.0,-0.0004028303391432924,0.02364290532658782,0.044312106431263196,0.01703810022445444,0.00040283032824859277,2.4246776060801505,11.298586236535598,False,4.5514806734643,2,10,0.002374093322792444,-1.0,-0.00909052319249281,-0.34416828843518305,-0.0004095701872390764,-0.7230165724132963,-6.330336014472894e-06
2016-02-12 00:00:00+00:00,43.89923348757301,44.2748888865111,43.46242519416432,44.117637634277344,34243300,3.7868596488510704,0.016169910930614595,0.016169910930614595,1.0,0.016168501857580567,0.022989111137420852,0.9756926080741851,0.7033722965726517,0.01616779740394374,-1.267559465140927,0.28151783816776543,True,0.28151783816776543,2,11,0.003528129007267439,-1.0,0.01657133219672386,0.6863341963481973,-0.0006537941891669695,0.931380501642922,0.0011540356844749948
2016-02-16 00:00:00+00:00,44.78635165545927,44.95352935791016,44.10883671945804,44.95352935791016,37291200,3.8056292752526546,0.018769626401584194,0.018769626401584194,1.0,0.018767422694626786,0.021590939228045294,7.219849407631428,0.8693284488485398,0.018766321015786215,-1.4166017581217325,0.24253681683661532,True,0.24253681683661532,2,12,0.004877026048871992,-1.0,0.002598920837046218,0.1659561522758881,-0.0013981719093755576,6.244156799557243,0.001348897041604553
2016-02-17 00:00:00+00:00,45.30549686429749,46.431753978132285,45.27030049036241,46.1237907409668,40789000,3.83132888501901,0.025699609766355547,0.025699609766355547,1.0,0.025693954067512723,0.02219108084719698,3.7084609484620303,1.1581048423134068,0.02569112705816695,-1.73068346815906,0.1771632831184539,True,0.1771632831184539,2,13,0.007127221978396901,1.0,0.006926531372885937,0.28877639346486705,0.0006001416191516867,-3.511388459169398,0.0022501959295249093
2016-02-18 00:00:00+00:00,46.0446045467392,46.59013492394422,45.84222707217651,45.921417236328125,27176000,3.8269316146955092,-0.004397270323500901,0.004397270323500901,-1.0,-0.0043972419819768,0.0222306750951925,0.14610381040607623,0.19780183582609576,0.00439722781133805,0.03448602907018561,1.0350875671393438,True,1.0350875671393438,2,14,0.006917944711873225,1.0,-0.030091196049489524,-0.960303006487311,3.959424799552039e-05,-3.562357138055954,-0.0002092772665236763
2016-02-19 00:00:00+00:00,45.72782895143749,46.00059237267618,45.34067567250271,45.59584426879883,33559100,3.8198165779111775,-0.007115036784331785,0.007115036784331785,-1.0,-0.007114916724701043,0.022250194858007336,2.6179624729535567,0.3197739899357038,0.007114856696253143,-0.44672389305915683,0.6397205151669219,True,0.6397205151669219,2,15,0.006517387483051798,1.0,-0.002717674742724243,0.12197215410960802,1.9519762814834696e-05,2.4718586625474805,-0.00040055722882142725
2016-02-22 00:00:00+00:00,46.00060284935254,46.63412409988725,46.00060284935254,46.32616424560547,25008300,3.8357069039787786,0.0158903260676011,0.0158903260676011,1.0,0.015888988821369188,0.021105801687162733,0.6907223877602146,0.752888649966783,0.015888320274212664,-1.25012229202484,0.28646976175075656,True,0.28646976175075656,2,16,0.007079015287121587,1.0,0.02300390554607023,0.4331146600310792,-0.0011443931708446028,-1.927240085193342,0.0005616278040697894
2016-02-23 00:00:00+00:00,46.053389749906174,46.07978534545361,44.85674018960743,45.03271865844727,28895300,3.807389306873594,-0.028317597105184777,0.028317597105184777,-1.0,-0.028310031580421703,0.021983167185039575,0.6405546487438347,1.2881485176972518,0.028306250182269444,-1.827620385326615,0.16079574479153672,True,0.16079574479153672,3,1,-0.028310021583096902,-1.0,-0.04419902040179089,0.5352598677304689,0.0008773654978768419,-0.05016773901637983,-0.035389036870218486
2016-02-24 00:00:00+00:00,44.60158120916995,45.31429265144927,44.17043739174398,45.19110870361328,33014500,3.8109003573911653,0.0035110505175715012,0.0035110505175715012,1.0,0.0035110360902148572,0.0219308797943944,0.11031098323987228,0.16009612699202636,0.0035110288765765516,0.25955063279568513,1.2963474197440426,True,1.2963474197440426,3,2,-0.0247998094234212,-1.0,0.03182106767063656,-1.1280523907052253,-5.2287390645174014e-05,-0.5302436655039624,0.003510212159675702
2016-02-25 00:00:00+00:00,45.51666228249332,45.84222030639648,44.53118744022642,45.84222030639648,26939500,3.8252055072369124,0.014305149845747156,0.014305149845747156,1.0,0.014304174176401448,0.021739556430905808,1.3252737591240344,0.6580236956984754,0.014303686386645201,-1.145055389726262,0.3182062919428726,True,0.3182062919428726,3,3,-0.01267446413638828,-1.0,0.010793138086186592,0.49792756870644905,-0.00019132336348859358,1.2149627758841621,0.01212534528703292
