timestamp_t,timestamp_t1,p_change_raw,p_change,p_continue,actual_change,actual_continue,pred_change_label,hit_change,brier_change,q_same_given_change,q_opp_given_change,actual_same_given_change,actual_opp_given_change,expected_next_segment_theta,expected_next_segment_amp,expected_next_segment_length,expected_next_segment_net_return,actual_next_segment_theta,actual_next_segment_amp,actual_next_segment_length,actual_next_segment_net_return,brier_same_given_change,hit_same_given_change,rolling_hit_change_50,rolling_brier_change_50
2016-08-24 00:00:00+00:00,2016-08-25 00:00:00+00:00,0.18526316829602046,0.18526316829602046,0.8147368317039796,0.0,1.0,0.0,1.0,0.034322441527079604,0.017671618795484057,0.9823283812045159,,,-0.002179448985917458,0.09220406846685344,7.5441790469887104,-0.0017005657885525384,,,,,,,,
2016-08-25 00:00:00+00:00,2016-08-26 00:00:00+00:00,0.41228688533723107,0.41228688533723107,0.587713114662769,0.0,1.0,1.0,0.0,0.16998047582107512,0.04166697684671657,0.9583330231532834,,,-0.0019664423801018216,0.09265245320828466,7.6041674421167915,-0.0013927691011697768,,,,,,,,
2016-08-26 00:00:00+00:00,2016-08-29 00:00:00+00:00,0.2772142744044012,0.2772142744044012,0.7227857255955987,0.0,1.0,1.0,0.0,0.07684775393355865,0.024630904505601143,0.9753690954943989,,,-0.002117671461079184,0.0923341118492866,7.561577261264003,-0.0016112966439308686,,,,,,,,
2016-08-29 00:00:00+00:00,2016-08-30 00:00:00+00:00,0.13853404438357617,0.13853404438357617,0.8614659556164238,0.0,1.0,0.0,1.0,0.019191681453270652,0.041675795536144256,0.9583242044638558,,,-0.0019663640966647205,0.09265261799706466,7.604189488840361,-0.0013926559808159528,,,,,,,,
2016-08-30 00:00:00+00:00,2016-08-31 00:00:00+00:00,0.3892109346234549,0.3892109346234549,0.6107890653765451,0.0,1.0,1.0,0.0,0.15148515163046328,0.08011799103032566,0.9198820089696743,,,-0.0016251130278190887,0.09337096084695685,7.700294977575814,-0.0008995447547377162,,,,,,,0.4,0.09036550087308945
2016-08-31 00:00:00+00:00,2016-09-01 00:00:00+00:00,0.7597711642224202,0.7597711642224202,0.2402288357775798,0.0,1.0,1.0,0.0,0.5772522219838918,0.023331698148397875,0.9766683018516021,,,-0.0021292045057543707,0.09230983447425029,7.558329245370995,-0.001627962009461984,,,,,,,0.3333333333333333,0.17151328772488986
2016-09-01 00:00:00+00:00,2016-09-02 00:00:00+00:00,0.15469699763615857,0.15469699763615857,0.8453030023638415,0.0,1.0,0.0,1.0,0.02393116107764165,0.004941018037800983,0.995058981962199,,,-0.0022924584293105626,0.09196618049215392,7.512352545094503,-0.0018638655706704405,,,,,,,0.42857142857142855,0.15043012677528297
2016-09-02 00:00:00+00:00,2016-09-06 00:00:00+00:00,0.08710227043867526,0.08710227043867526,0.9128977295613248,0.0,1.0,0.0,1.0,0.007586805515572122,0.011037145401338346,0.9889628545986616,,,-0.0022383431543663646,0.0920800946286213,7.5275928635033456,-0.001785668454196747,,,,,,,0.5,0.1325747116178191
2016-09-06 00:00:00+00:00,2016-09-07 00:00:00+00:00,0.08764749887340575,0.08764749887340575,0.9123525011265943,0.0,1.0,0.0,1.0,0.007682084058763663,0.024223997626559895,0.9757760023734401,,,-0.002121283570263075,0.09232650826048597,7.5605599940663994,-0.001616516178024702,,,,,,,0.5555555555555556,0.11869775300014629
2016-09-07 00:00:00+00:00,2016-09-08 00:00:00+00:00,0.07554379327817674,0.07554379327817674,0.9244562067218233,0.0,1.0,0.0,1.0,0.005706864702855902,0.039157985130235336,0.9608420148697646,,,-0.0019887146799527407,0.0926055694068575,7.597894962825587,-0.0014249527984230067,,,,,,,0.6,0.10739866417041724
