segment_id,start_pos,end_pos,start_time,end_time,length,net_return,theta_mean,amp_z_mean,sigma_mean,viscosity_mean,sign_global
0,0,2,2016-01-20 00:00:00+00:00,2016-01-22 00:00:00+00:00,3,0.04807024421460593,0.045637576700087695,0.784255893171628,0.02228401268577157,0.6394532634332913,1.0
1,3,31,2016-01-25 00:00:00+00:00,2016-03-04 00:00:00+00:00,29,0.02096781602530129,-0.005313201512753978,0.6284585363879377,0.023313765099247163,0.8105638579513911,1.0
2,32,51,2016-03-07 00:00:00+00:00,2016-04-04 00:00:00+00:00,20,0.07578427625401529,0.009496125605271983,0.6573038777056494,0.01248387604776712,2.52642424596445,1.0
3,52,52,2016-04-05 00:00:00+00:00,2016-04-05 00:00:00+00:00,1,-0.011859047024309177,-0.011858491130965002,1.2135893976549508,0.009771867578384181,0.5370877123810972,-1.0
4,53,53,2016-04-06 00:00:00+00:00,2016-04-06 00:00:00+00:00,1,0.010418242667270317,0.010417865760558986,1.10255465636262,0.009449174770250385,0.46766182668037926,1.0
5,54,68,2016-04-07 00:00:00+00:00,2016-04-27 00:00:00+00:00,15,-0.12604041277037048,-0.027670172275785304,0.9704348484414448,0.01239235718383498,2.603153236950065,-1.0
6,69,109,2016-04-28 00:00:00+00:00,2016-06-24 00:00:00+00:00,41,-0.040167906856108715,-0.0025482976618612712,0.6620961132419693,0.014849633245168387,1.2306081249387695,-1.0
7,110,110,2016-06-27 00:00:00+00:00,2016-06-27 00:00:00+00:00,1,-0.014668082521437587,-0.014667030698299284,1.4147079925555526,0.010368265713874291,1.0606111419098863,-1.0
8,111,130,2016-06-28 00:00:00+00:00,2016-07-26 00:00:00+00:00,20,0.04907975687238597,0.004921941528744117,0.6541938114204705,0.011303305438834127,1.349586632729672,1.0
9,131,131,2016-07-27 00:00:00+00:00,2016-07-27 00:00:00+00:00,1,0.06294011063458216,0.06285719609798553,3.94897604294313,0.015938326913199796,0.9011148360299964,1.0
10,132,134,2016-07-28 00:00:00+00:00,2016-08-01 00:00:00+00:00,3,0.02966747367543432,0.015068498886624728,0.6637715464313968,0.01609170030029355,0.4297803366679043,1.0
11,135,160,2016-08-02 00:00:00+00:00,2016-09-07 00:00:00+00:00,26,0.026950764632764468,0.002107407221411437,0.5050757526797938,0.01288250363242053,1.236367303491987,1.0
12,161,162,2016-09-08 00:00:00+00:00,2016-09-09 00:00:00+00:00,2,-0.04946836869053062,-0.024863482647814215,2.8595533435615113,0.00875060501246296,3.546642785244764,-1.0
13,163,195,2016-09-12 00:00:00+00:00,2016-10-26 00:00:00+00:00,33,0.11405886121536568,0.00991790207729335,0.7096725419279499,0.013076755770580003,29.408010776652844,1.0
14,196,202,2016-10-27 00:00:00+00:00,2016-11-04 00:00:00+00:00,7,-0.055049314265482874,-0.011773405696976104,0.9125845742426711,0.008808946907490645,1.5144529218418659,-1.0
15,203,208,2016-11-07 00:00:00+00:00,2016-11-14 00:00:00+00:00,6,-0.029179264271792515,-0.014396831711520819,1.3106912410919553,0.009927682299642346,0.5947946096608757,-1.0
16,209,247,2016-11-15 00:00:00+00:00,2017-01-11 00:00:00+00:00,39,0.12470637067288326,0.007877649983366031,0.6209489088570331,0.01021100341870075,49.71882049966351,1.0
17,248,280,2017-01-12 00:00:00+00:00,2017-03-01 00:00:00+00:00,33,0.15906133784798593,0.023182219269090806,0.5938594821586617,0.010303115569066176,2.99777559084143,1.0
18,281,281,2017-03-02 00:00:00+00:00,2017-03-02 00:00:00+00:00,1,-0.005955026851204526,-0.005954956459630442,0.9546611326491865,0.0062378336154400825,0.22739401966683298,-1.0
19,282,292,2017-03-03 00:00:00+00:00,2017-03-17 00:00:00+00:00,11,0.007385061303474938,0.002694198516839141,0.577449413775981,0.006163134054624596,0.6201163860296868,1.0
20,293,293,2017-03-20 00:00:00+00:00,2017-03-20 00:00:00+00:00,1,0.01044580706250331,0.010445427156362277,1.6419203765807753,0.006361934958778226,0.6768171052887523,1.0
21,294,294,2017-03-21 00:00:00+00:00,2017-03-21 00:00:00+00:00,1,-0.011518377045353745,-0.011517867693316109,1.6644202618429478,0.0069203437768759766,0.5244161014418179,-1.0
22,295,318,2017-03-22 00:00:00+00:00,2017-04-25 00:00:00+00:00,24,0.03298841478993886,0.005543788603804735,0.6934705019037715,0.007288272835762898,1.2756521751968621,1.0
23,319,322,2017-04-26 00:00:00+00:00,2017-05-01 00:00:00+00:00,4,0.014084201971362287,0.013384432646513665,1.0210001162627584,0.00615536455329934,0.5293212969975731,1.0
24,323,334,2017-05-02 00:00:00+00:00,2017-05-17 00:00:00+00:00,12,0.028848407664001652,0.0009179256816655704,1.1111178845936376,0.009032733509356917,1.439591314955714,1.0
25,335,345,2017-05-18 00:00:00+00:00,2017-06-02 00:00:00+00:00,11,0.03402362972853146,0.008042330302229192,0.42051520992437896,0.012453529035037008,0.7532059451932386,1.0
26,346,355,2017-06-05 00:00:00+00:00,2017-06-16 00:00:00+00:00,10,-0.08859751877345712,-0.02004762993431726,0.9385884509469943,0.012536501667674168,1.002963499394705,-1.0
27,356,362,2017-06-19 00:00:00+00:00,2017-06-27 00:00:00+00:00,7,0.010209909884522084,0.008153829995786932,0.6804134228616138,0.014061594232729123,0.5636351382476356,1.0
28,363,363,2017-06-28 00:00:00+00:00,2017-06-28 00:00:00+00:00,1,0.014504651641637167,0.014503634583363546,0.9785105295753296,0.014823184235765802,0.5011733486634106,1.0
29,364,383,2017-06-29 00:00:00+00:00,2017-07-27 00:00:00+00:00,20,0.03192070155976845,-0.00015440115981092293,0.6505201736381209,0.010923635362556926,16.032308266648208,1.0
30,384,386,2017-07-28 00:00:00+00:00,2017-08-01 00:00:00+00:00,3,-0.0033934666481729714,7.033611776567635e-05,0.889292065054951,0.007892232769806535,1.3110617322038176,-1.0
31,387,387,2017-08-02 00:00:00+00:00,2017-08-02 00:00:00+00:00,1,0.04616879962206166,0.04613603768661686,3.6442153131965562,0.012669054710549247,1.2366662947394667,1.0
32,388,393,2017-08-03 00:00:00+00:00,2017-08-10 00:00:00+00:00,6,-0.007730699975957656,-0.010172092726821824,0.9379462069372014,0.013188152368215586,1.206636971529338,-1.0
33,394,413,2017-08-11 00:00:00+00:00,2017-09-08 00:00:00+00:00,20,0.02108711993693957,0.0010440359060853925,0.5353912844764379,0.014459115366660317,2.05387174855118,1.0
34,414,417,2017-09-11 00:00:00+00:00,2017-09-14 00:00:00+00:00,4,-0.0022086010554436264,0.00458191071080765,0.9643420126520365,0.009763285214660517,2.721214034576364,-1.0
35,418,418,2017-09-15 00:00:00+00:00,2017-09-15 00:00:00+00:00,1,0.01005782967341684,0.010057490544192525,1.130380704390169,0.008897726518638608,0.5385431462161354,1.0
36,419,424,2017-09-18 00:00:00+00:00,2017-09-25 00:00:00+00:00,6,-0.06012859812676474,-0.013439058386377701,1.0708877385642375,0.00943334055303619,8.844327174617412,-1.0
37,425,447,2017-09-26 00:00:00+00:00,2017-10-26 00:00:00+00:00,23,0.04455870353973834,0.0022050538038714015,0.6642950005650363,0.00962271092373957,0.5883810277478464,1.0
38,448,448,2017-10-27 00:00:00+00:00,2017-10-27 00:00:00+00:00,1,0.03520323802897307,0.03518870675058261,3.120011826003611,0.011283036344752004,1.2210481363560732,1.0
